"","reviewid","label"
"2180",20572,"fat cat"
"2181",20614,"kranky"
"2182",20611,"halo of flies"
"2183",20515,"tompkins square"
"2184",20553,"editions mego"
"2185",20610,"crossbill"
"2186",20622,"strange music"
"2187",20612,"suicide squeeze"
"2188",20612,"hairdo"
"2189",20590,"jagjaguwar"
"2190",20561,"pavlov institute"
"2191",20596,"load"
"2192",20596,"riot season"
"2193",20621,"coke boys"
"2194",20581,"telephone explosion"
"2195",20620,"little tokyo"
"2196",20571,"true panther"
"2197",20589,"leaving"
"2198",20602,"tigerbeat6"
"2199",20580,"all city"
"2200",20457,"4ad"
"2201",20457,"rvng intl."
"2202",20441,"castle face"
"2203",20442,"mute"
"2204",20626,"interscope"
"2205",20604,"dangerbird"
"2206",20506,"domino"
"2207",20570,"r&s"
"2208",20609,"island"
"2209",20569,"matador"
"2210",20562,"northern spy"
"2211",20339,"ipecac"
"2212",20339,"reclamation"
"2213",20533,"slumberland"
"2214",20533,"turnstile"
"2215",20533,"fortuna pop!"
"2216",20505,"destination: out"
"2217",20433,"three lobed"
"2218",20548,"music from memory"
"2219",20585,"xl"
"2220",20464,"thrill jockey"
"2221",20305,"family vineyard"
"2222",20486,"brassland"
"2223",20615,"dirty hit"
"2224",20488,"drag city"
"2225",20603,"a389"
"2226",20544,"100% silk"
"2227",20546,"morphine"
"2228",20595,"zoo music"
"2229",20463,"profound lore"
"2230",20415,"temporary residence"
"2231",20499,"self-released"
"2232",20440,"apollo"
"2233",20540,"old omens"
"2234",20435,"columbia"
"2235",20518,"pias"
"2236",20459,"sacred bones"
"2237",20510,"stones throw"
"2238",20423,"rough trade"
"2239",20462,"nonesuch"
"2240",20579,"running back"
"2241",20579,"bubbletease communications"
"2242",20524,"saddle creek"
"2243",20485,"orchid tapes"
"2244",20485,"run for cover"
"2245",20414,"deathwish"
"2246",20481,"dead oceans"
"2247",20586,"joyful noise"
"2248",20434,"double double whammy"
"2249",20477,"captured tracks"
"2250",20560,"light in the attic"
"2251",20557,"brainfeeder"
"2252",20584,"don giovanni"
"2253",20555,"epic"
"2254",20461,"anthology recordings"
"2255",20526,"recollection grm"
"2256",20448,"merge"
"2257",20290,"partisan"
"2258",20421,"island"
"2259",20421,"glassnote"
"2260",20439,"sub pop"
"2261",20508,"intercoastal artists"
"2262",20554,"harvest"
"2263",20517,"4ad"
"2264",20543,"self-released"
"2265",20559,"innovative leisure"
"2266",20559,"timetable"
"2267",20446,"run for cover"
"2268",20349,"smalltown supersound"
"2269",20330,"paradise of bachelors"
"2270",20556,"self-released"
"2271",20509,"ribbon music"
"2272",20512,"mugg & bopp"
"2273",20542,"pc music"
"2274",20398,"saddle creek"
"2275",20502,"self-released"
"2276",20444,"double six"
"2277",20445,"topshelf"
"2278",20288,"universal"
"2279",20288,"pias"
"2280",20476,"hands in the dark"
"2281",20397,"mello music group"
"2282",20504,"richie"
"2283",20452,"apollo"
"2284",20396,"capitol"
"2285",20396,"ato"
"2286",20503,"arbutus"
"2287",20352,"profound lore"
"2288",20536,"self-released"
"2289",20537,"posh isolation"
"2290",20410,"mute"
"2291",20395,"bloodmoss"
"2292",20507,"three lobed"
"2293",20521,"endless flight"
"2294",20469,"memphis industries"
"2295",20539,"parlophone"
"2296",20346,"temporary residence"
"2297",20497,"mute"
"2298",20531,"interscope"
"2299",20531,"shady"
"2300",20527,"self-released"
"2301",20495,"blue note"
"2302",20495,"pax-am"
"2303",20289,"constellation"
"2304",20475,"dead oceans"
"2305",20431,"body high"
"2306",20494,"self-released"
"2307",20529,"atlantic"
"2308",20529,"300 entertainment"
"2309",20408,"katorga works"
"2310",20408,"wilsuns rc"
"2311",20456,"mello music group"
"2312",20514,"butterscotch"
"2313",20498,"anti-"
"2314",20420,"ato"
"2315",20530,"tryangle"
"2316",20523,"moshi moshi"
"2317",20528,"goomba"
"2318",20496,"nuclear war now!"
"2319",20454,"columbia"
"2320",20535,"on-u sound"
"2321",20353,"anti-"
"2322",20353,"city slang"
"2323",20500,"grave mistake"
"2324",20522,"mom & pop"
"2325",20522,"mermaid avenue"
"2326",20362,"warner bros."
"2327",20472,"pinkflag"
"2328",20513,"italians do it better"
"2329",20329,"century media"
"2330",20480,"20 buck spin"
"2331",20351,"carpark"
"2332",20487,"warp"
"2333",20143,"downtown"
"2334",20394,"rough trade"
"2335",20482,"alpha pup"
"2336",20493,"odd future"
"2337",20382,"metalface"
"2338",20368,"atlantic"
"2339",20368,"neon gold"
"2340",20368,"new elektra"
"2341",20460,"rockstar"
"2342",20460,"mass appeal"
"2343",20403,"nettwerk"
"2344",20419,"warp"
"2345",20384,"rhino"
"2346",20417,"brassland"
"2347",20418,"in paradisum"
"2348",20467,"file under: music"
"2349",20428,"goofin'"
"2350",20430,"megaphone"
"2351",20430,"knock 'em dead"
"2352",20297,"captured tracks"
"2353",20297,"2mr"
"2354",20453,"western vinyl"
"2355",20478,"acid test"
"2356",20380,"def jam"
"2357",20429,"dfa"
"2358",20468,"harvest"
"2359",20392,"fat cat"
"2360",20401,"easy sound"
"2361",20473,"self-released"
"2362",20474,"merge"
"2363",20402,"ever/never"
"2364",20406,"self-released"
"2365",20393,"domino"
"2366",20203,"numero group"
"2367",20466,"jet life"
"2368",20471,"erased tapes"
"2369",20348,"secretly canadian"
"2370",20286,"xl"
"2371",20391,"big dada"
"2372",20357,"polyvinyl"
"2373",20367,"capitol"
"2374",20363,"sub pop"
"2375",20345,"bright antenna"
"2376",20437,"merge"
"2377",20437,"wichita"
"2378",20470,"self-released"
"2379",20354,"relapse"
"2380",20416,"night people"
"2381",20387,"spectrum spools"
"2382",20385,"carpark"
"2383",20409,"software"
"2384",20400,"thrill jockey"
"2385",20132," deux"
"2386",20447,"true panther"
"2387",20447,"wedidit"
"2388",20381,"merge"
"2389",20309,"strut"
"2390",20285,"fat possum"
"2391",20331,"brainfeeder"
"2392",20436,"sacred bones"
"2393",20213,"ribbon music"
"2394",20411,"captured tracks"
"2395",20373,"emi"
"2396",20373,"def jam"
"2397",20212,"revox"
"2398",20347,"burger"
"2399",20450,"planet mu"
"2400",20343,"atlantic"
"2401",20425,"atlantic"
"2402",20425,"maybach"
"2403",20438,"self-released"
"2404",20372,"joyful noise"
"2405",20334,"constellation"
"2406",20426,"epic"
"2407",20304,"kranky"
"2408",20371,"mint"
"2409",20427,"milan"
"2410",20451,"harvest"
"2411",20244,"ghostly"
"2412",20405,"self-released"
"2413",20389,"self-released"
"2414",20386,"waxwork"
"2415",20218,"asthmatic kitty"
"2416",20360,"cooking vinyl"
"2417",20360,"take me to the hospital"
"2418",20215,"dead oceans"
"2419",20364,"sacred bones"
"2420",20379,"columbia"
"2421",20424,NA
"2422",20377,"ribbon music"
"2423",20377,"virgin emi"
"2424",20355,"self-released"
"2425",20399,"warp"
"2426",20375,"eyeball"
"2427",20375,"collect"
"2428",20313,"thrill jockey"
"2429",20296,"hotflush"
"2430",20383,"toxic state"
"2431",20369,"one little indian"
"2432",20369,"velvet elk"
"2433",20376,"gentle threat"
"2434",20404,"atlantic"
"2435",20404,"vice"
"2436",20295,"night slugs"
"2437",20413,"awful"
"2438",20310,"hardly art"
"2439",20287,"arts & crafts"
"2440",20287,"red music solutions"
"2441",20422,"columbia"
"2442",20422,"tan cressida"
"2443",20378,"moniker"
"2444",20378,"field mates"
"2445",20243,"mom & pop"
"2446",20211,"immune"
"2447",20284,"thrill jockey"
"2448",20268,"mom & pop"
"2449",20268,"marathon artists"
"2450",20268,"milk!"
"2451",20076,"easy sound"
"2452",20252,"memphis industries"
"2453",20358,"western vinyl"
"2454",20374,"drag city"
"2455",20321,"warner bros."
"2456",20388,"self-released"
"2457",20322,"tiny engines"
"2458",20365,"arts & crafts"
"2459",20361,"hand drawn dracula"
"2460",20390,"interscope"
"2461",20390,"aftermath"
"2462",20390,"top dawg"
"2463",20370,"temporary residence"
"2464",20323,"beats in space"
"2465",20338,"in the red"
"2466",20356,"tso"
"2467",20174,"thrill jockey"
"2468",20337,"self-released"
"2469",20340,"no quarter"
"2470",20366,"dull tools"
"2471",20325,"shelter press"
"2472",20335,"epic"
"2473",20324,"commmons"
"2474",20342,"island"
"2475",20298,"self-released"
"2476",20336,"overcoat"
"2477",20153,"true panther"
"2478",20242,"soul jazz"
"2479",20318,"ear drummer"
"2480",20261,"profound lore"
"2481",20269,"broken limbs"
"2482",20293,"interscope"
"2483",20293,"live nation"
"2484",20319,"tri angle"
"2485",20301,"self-released"
"2486",20204,"ramseur"
"2487",20315,"nuclear blast"
"2488",20299,"columbia"
"2489",20266,"dine alone"
"2490",20312,"buzz"
"2491",20273,"spinefarm"
"2492",20333,"one handed"
"2493",20307,"megaforce"
"2494",20177,"hessle"
"2495",20239,"late night tales"
"2496",20311,"burger"
"2497",20320,"infinity cat"
"2498",20327,"ihiphop distribution"
"2499",20327,"igc"
"2500",20241,"slumberland"
"2501",20332,"apollo"
"2502",20202,"double double whammy"
"2503",20267,"iron bonehead"
"2504",20259,"domino"
"2505",20278,"editions mego"
"2506",20178,"cobraside"
"2507",20303,"dark descent"
"2508",20317,"self-released"
"2509",20240,"merge"
"2510",20185,"chapter"
"2511",20185,"trouble in mind"
"2512",20292,"numero group"
"2513",20234,"the anti-machine machine"
"2514",20302,"tin angel"
"2515",20302,"crossbill"
"2516",20326,"mad decent"
"2517",20326,"owsla"
"2518",20308,"old flame"
"2519",20272,"the flenser"
"2520",20294,"ciao recs"
"2521",20277,"hausu mountain"
"2522",20314,"polyvinyl"
"2523",20201,"mom & pop"
"2524",20316,"sacred bones"
"2525",20034,"thrill jockey"
"2526",20105,"flau"
"2527",20276,"novel sound"
"2528",20098,"the flenser"
"2529",20262,"light in the attic"
"2530",20257,"bmg"
"2531",20257,"1980 records"
"2532",20265,"spectrum spools"
"2533",20306,"4ad"
"2534",20179,"sour mash"
"2535",20200,"smithsonian folkways"
"2536",20264,"famous swords"
"2537",20209,"exploding in sound"
"2538",20281,"self-released"
"2539",20238,"third man"
"2540",20283,"fool's gold"
"2541",20248,"memphis industries"
"2542",20260,"wicker man"
"2543",20280,"warp"
"2544",20300,"odd future"
"2545",20233,"metropolis"
"2546",20233,"membran"
"2547",20256,"southern lord"
"2548",20217,"freaks r us"
"2549",20220,"def jam"
"2550",20220,"good"
"2551",20198,"thrill jockey"
"2552",20227,"sub pop"
"2553",20149,"swell"
"2554",20282,"new west"
"2555",19834,"rhino"
"2556",20199,"black cricket"
"2557",20236,"thrill jockey"
"2558",20237,"father/daughter"
"2559",20235,"hardly art"
"2560",20279,"domino"
"2561",20046,"relapse"
"2562",20197,"don giovanni"
"2563",20270,"xl"
"2564",20128,"friends of friends"
"2565",20232,"in the red"
"2566",20180,"american laundromat"
"2567",20275,"light organ"
"2568",20183,"innovative leisure"
"2569",20249,"team love"
"2570",20249,"moshi moshi"
"2571",20097,"dead oceans"
"2572",20188,"soul jazz"
"2573",20255,"kobalt"
"2574",20255,"lazy meadow"
"2575",20206,"honest jon's"
"2576",20230,"telegraph"
"2577",20251,"mute"
"2578",20161,"exploding in sound"
"2579",20161,"double double whammy"
"2580",20229,"blackest ever black"
"2581",20231,"conspiracy international"
"2582",20263,"western vinyl"
"2583",20271,"cash money"
"2584",20155,"legacy"
"2585",20254,"smalltown supersound"
"2586",20169,"drag city"
"2587",20169,"god?"
"2588",20258,"20/20/20"
"2589",20196,"lex"
"2590",20095,"partisan"
"2591",20195,"kapsize"
"2592",20158,"jagjaguwar"
"2593",20226,"ninja tune"
"2594",20189,"owsla"
"2595",20075,"text"
"2596",20075,"proibito"
"2597",20096,"dead oceans"
"2598",20123,"drag city"
"2599",20224,"light in the attic"
"2600",20122,"captured tracks"
"2601",20182,"polyvinyl"
"2602",20208,"gbv"
"2603",20208,"fire"
"2604",20250,"jade tree"
"2605",20225,"profound lore"
"2606",20173,"anti-"
"2607",20214,"caroline"
"2608",20210,"affiliates sound"
"2609",20253,"epic"
"2610",20253,"syco"
"2611",20219,"bella union"
"2612",20074,"drag city"
"2613",20228,"motown"
"2614",20228,"compound"
"2615",20147,"team love"
"2616",20151,"tectonic"
"2617",20151,"on-u sound"
"2618",20223,"rca"
"2619",20131,"bella union"
"2620",20131,"sub pop"
"2621",20073,"mexican summer"
"2622",20108,"castle face"
"2623",20108,"lollipop"
"2624",20184,"infin"
"2625",20172,"in the red"
"2626",20245,"self-released"
"2627",20145,"transgressive"
"2628",20094,"profound lore"
"2629",20187,"magic bullet"
"2630",20142,"fat possum"
"2631",20091,"sacred bones"
"2632",20025,"constellation"
"2633",20191,"fire"
"2634",20205,"strut"
"2635",20101,"lost tribe sound"
"2636",20221,"p.w. elverum & sun"
"2637",20192,"self-released"
"2638",20134,"kompakt"
"2639",20144,"bar/none"
"2640",20193,"weird world"
"2641",20190,"columbia"
"2642",20146,"cinematic"
"2643",20146,"pro era"
"2644",20106,"felte"
"2645",20168,"12xu"
"2646",20194,"bloodshot"
"2647",20092,"merge"
"2648",20068,"fire"
"2649",20093,"important"
"2650",20129,"ato"
"2651",20141,"domino"
"2652",20186,"self-released"
"2653",20175,"rca"
"2654",20061,"unorthodox"
"2655",20167,"castle face"
"2656",20207,"self-released"
"2657",20166,"self-released"
"2658",20160,"hot fruit"
"2659",20171,"crypt"
"2660",20126,"southern lord"
"2661",20090,"northern spy"
"2662",20130,"drag city"
"2663",20140,"merge"
"2664",20159,"accidental"
"2665",20116,"century media"
"2666",20071,"thrill jockey"
"2667",20156,"warp"
"2668",20070,"doomtree"
"2669",19970,"thrill jockey"
"2670",20089,"easy sound"
"2671",20118,"die schachtel"
"2672",20088,"spacebomb"
"2673",20176,"self-released"
"2674",20049,"drag city"
"2675",20072,"musique pour la danse"
"2676",20120,"thrill jockey"
"2677",20181,"one little indian"
"2678",20170,"domino"
"2679",20069,"driftless"
"2680",20067,"cmeme"
"2681",20157,"memphis industries"
"2682",20086,"jagjaguwar"
"2683",20086,"flemish eye"
"2684",20133,"atlantic"
"2685",20133,"1st and 15th"
"2686",19958,"domino"
"2687",20139,"epitaph"
"2688",20154,"self-released"
"2689",20135,"matador"
"2690",20121,"sony"
"2691",20136,"under the sun"
"2692",20082,"western vinyl"
"2693",20138,"run for cover"
"2694",20148,"sub pop"
"2695",20100,"don giovanni"
"2696",20119,"fat possum"
"2697",20152,"1080p"
"2698",20150,"self-released"
"2699",20083,"capitol"
"2700",20060,"polyvinyl"
"2701",20085,"sacred bones"
"2702",20065,"kranky"
"2703",20084,"western vinyl"
"2704",20113,"interscope"
"2705",20113,"ear drummer"
"2706",20104,"our dawn entertainment"
"2707",20125,"ear drummer"
"2708",20117,"emotional response"
"2709",20127,"season of mist"
"2710",20080,"famous class"
"2711",20114,"self-released"
"2712",20115,"new images"
"2713",20109,"self-released"
"2714",19948,"jealous butcher"
"2715",20103,"ibm"
"2716",20107,"vinyl export"
"2717",20064,"music from memory"
"2718",20124,"self-released"
"2719",20112,"light in the attic"
"2720",20102,"self-released"
"2721",20059,"atlantic"
"2722",20059,"bread winners' association"
"2723",20063,"phantasy"
"2724",20081,"ghost box"
"2725",20111,"nonesuch"
"2726",20079,"domino"
"2727",20042,"nonesuch"
"2728",20087,"self-released"
"2729",20039,"something local"
"2730",20047,"death by audio"
"2731",20047,"famous class"
"2732",20078,"rca"
"2733",20058,"cash money"
"2734",20058,"republic"
"2735",20058,"young money entertainment"
"2736",20066,"atlantic"
"2737",20066,"asylum"
"2738",20066,"neon gold"
"2739",20057,"sound signature"
"2740",19889,"revenant"
"2741",19889,"third man"
"2742",20056,"luaka bop"
"2743",20038,"virgin babylon"
"2744",20054,"columbia"
"2745",20054,"roc nation"
"2746",20054,"dreamville"
"2747",20053,"mute"
"2748",20048,"rca"
"2749",20048,"polo grounds"
"2750",20062,"self-released"
"2751",19956,"relapse"
"2752",20052,"tommy boy"
"2753",20052,"salvation"
"2754",20051,"columbia"
"2755",20051,"sony"
"2756",20045,"the artist"
"2757",20023,"relapse"
"2758",20014,"future times"
"2759",20050,"capitol"
"2760",19976,"tompkins square"
"2761",19908,"metal blade"
"2762",20001,"planet mu"
"2763",19994,"numero group"
"2764",20030,"bmg"
"2765",20031,"turnstile"
"2766",20031,"heart swells"
"2767",20037,"rune grammofon"
"2768",20040,"anchorless"
"2769",19744,"profound lore"
"2770",19744,"sige"
"2771",20032,"all saints"
"2772",20024,"sub pop"
"2773",19951,"translation loss"
"2774",20019,"heavenly"
"2775",20019,"castle face"
"2776",20019,"flightless"
"2777",19839,"ostgut ton"
"2778",20044,"big dada"
"2779",20028,"brainfeeder"
"2780",19973,"dekmantel"
"2781",19987,"stones throw"
"2782",20041,"ihiphop distribution"
"2783",20041,"truly blessed"
"2784",20043,"warner bros."
"2785",19984,"glitterbeat"
"2786",20029,"def jam"
"2787",20022,"century media"
"2788",19972,"profound lore"
"2789",20017,"matador"
"2790",20033,"columbia"
"2791",19988,"dead oceans"
"2792",19995,"upset the rhythm"
"2793",20000,"scissor and thread"
"2794",19805,"secretly canadian"
"2795",20016,"rock action"
"2796",20035,"wedidit"
"2797",19876,"blackest ever black"
"2798",19877,"shelter press"
"2799",20036,"shady"
"2800",20036,"interscope"
"2801",20018,"monkeytown"
"2802",19985,"sra"
"2803",19953,"jazz village"
"2804",20026,"fool's gold"
"2805",19997,"def jam"
"2806",20011,"light in the attic"
"2807",19986,"light in the attic"
"2808",19947,"retrofit"
"2809",19993,"rvng intl."
"2810",20015,"universal"
"2811",20015,"polydor"
"2812",20027,"self-released"
"2813",19983,"ninja tune"
"2814",19921,"bureau b"
"2815",19841,"magazine"
"2816",20021,"modern love"
"2817",19907,"dischord"
"2818",19935,"1-2-3-4 go!"
"2819",19920,"domino"
"2820",19941,"joyful noise"
"2821",20020,"drag city"
"2822",20004,"columbia"
"2823",20004,"legacy"
"2824",19949,"stolen"
"2825",19949,"pop noire"
"2826",19966,"goner"
"2827",19982,"infinity cat"
"2828",19955,"nonesuch"
"2829",19981,"bmg"
"2830",19989,"desire"
"2831",19989,"m/a/g/n/i/p/h"
"2832",19919,"paradise of bachelors"
"2833",19979,"dfa"
"2834",19936,"4ad"
"2835",19909,"republic"
"2836",19909,"mercury"
"2837",20007,"anti-"
"2838",20009,"city slang"
"2839",19992,"dfa"
"2840",20013,"harvest"
"2841",20012,"rough trade"
"2842",19996,"to whom it may concern."
"2843",19943,"cutters"
"2844",19711,"relapse"
"2845",19999,"interscope/cherrytree"
"2846",19717,"numero group"
"2847",20002,"uno"
"2848",19980,"hyperdub"
"2849",19990,"double double whammy"
"2850",20006,"columbia"
"2851",20006,"parlophone"
"2852",20008,"hyperdub"
"2853",19866,"domino"
"2854",19866,"weird world"
"2855",19741,"downtown"
"2856",19978,"when in doubt"
"2857",20005,"what's your rupture?"
"2858",19923,"rhino"
"2859",19867,"sacred bones"
"2860",19977,"company"
"2861",19912,"mexican summer"
"2862",19998,"prospect park"
"2863",19954,"secretly canadian"
"2864",19857,"hometapes"
"2865",19812,"bella union"
"2866",19918,"electromagnetic"
"2867",19918,"harvest"
"2868",19864,"rca"
"2869",19922,"domino"
"2870",19971,"dfa"
"2871",19865,"sacred bones"
"2872",19991,"drag city"
"2873",19905,"warp"
"2874",19917,"polyvinyl"
"2875",19963,"columbia"
"2876",19963,"mad decent"
"2877",19883,"golf channel"
"2878",19882,"kathexis"
"2879",19932,"caldo verde"
"2880",19885,"mute"
"2881",19885,"rhino"
"2882",19960,"columbia"
"2883",19773,"drag city"
"2884",19796,"livity sound"
"2885",19884,"up"
"2886",19884,"glacial pace"
"2887",19952,"last gang"
"2888",19952,"secret songs"
"2889",19965,"london london"
"2890",19934,"temporary residence"
"2891",19934,"pelagic"
"2892",19904,"weird world"
"2893",19969,"reprise"
"2894",19962,"pampa"
"2895",19899,"cherry red"
"2896",19802,"driftless"
"2897",19928,"southern lord"
"2898",19836,"mute"
"2899",19863,"zoo music"
"2900",19931,"epitaph"
"2901",19916,"37 adventures"
"2902",19835,"factory benelux"
"2903",19835,"factory"
"2904",19968,"mass appeal"
"2905",19688,"arena rock"
"2906",19967,"self-released"
"2907",19959,"drag city"
"2908",19740,"thrill jockey"
"2909",19820,"kranky"
"2910",19522,"impulse!"
"2911",19522,"resonance"
"2912",19869,"captured tracks"
"2913",19792,"mexican summer"
"2914",19872,"thrill jockey"
"2915",19862,"warner bros."
"2916",19945,"debemur morti"
"2917",19822,"computer ugly"
"2918",19964,"kemosabe"
"2919",19764,"rocket girl"
"2920",19860,"sub pop"
"2921",19939,"columbia"
"2922",19939,"grand hustle"
"2923",19811,"fat cat"
"2924",19523,"relapse"
"2925",19763,"relapse"
"2926",19852,"the vinyl factory"
"2927",19852,"infectious"
"2928",19840,"pan"
"2929",19887,"rvng intl."
"2930",19815,"daptone"
"2931",19757,"partisan"
"2932",19946,"4ad"
"2933",19938,"don giovanni"
"2934",19933,"island"
"2935",19933,"lokal legend"
"2936",19914,"kill rock stars"
"2937",19749,"profound lore"
"2938",19749,"sige"
"2939",19833,"yep roc"
"2940",19859,"superball"
"2941",19915,"summersteps"
"2942",19759,"freaks r us"
"2943",19739,"gum artefacts"
"2944",19913,"universal island"
"2945",19913,"pmr"
"2946",19861,"matador"
"2947",19944,"arbutus"
"2948",19942,"vagrant"
"2949",19942,"flooded soil"
"2950",19897,"illburn"
"2951",19930,"mad science"
"2952",19927,"woodsist"
"2953",19940,"stones throw"
"2954",19940,"leaving"
"2955",19825,"you've changed"
"2956",19700,"ipecac"
"2957",19890,"blackball"
"2958",19937,"mom & pop"
"2959",19937,"female energy"
"2960",19782,"kobalt"
"2961",19782,"lilac"
"2962",19824,"tresor"
"2963",19868,"kranky"
"2964",19868,"erased tapes"
"2965",19871,"sacred bones"
"2966",19926,"numero group"
"2967",19880,"editions mego"
"2968",19758,"slumberland"
"2969",19758,"fortuna pop!"
"2970",19881,"sacred bones"
"2971",19849,"def jam"
"2972",19832,"skam"
"2973",19898,"blackest ever black"
"2974",19925,"warner music group"
"2975",19701,"in the red"
"2976",19769,"jagjaguwar"
"2977",19924,"ato"
"2978",19851,"6131"
"2979",19770,"lefse"
"2980",19903,"other music"
"2981",19891,"merge"
"2982",19673,"fat cat"
"2983",19673,"dicristina"
"2984",19879,"easy sound"
"2985",19929,"hyperdub"
"2986",19902,"hot charity"
"2987",19806,"matador"
"2988",19813,"young turks"
"2989",19910,"rca"
"2990",19848,"nonesuch"
"2991",19819,"avantgarde"
"2992",19893,"mute"
"2993",19906,"universal"
"2994",19855,"rosary"
"2995",19911,"blast first petite"
"2996",19800,"the end"
"2997",19762,"merge"
"2998",19762,"city slang"
"2999",19892,"warner music group"
"3000",19821,"paradise of bachelors"
"3001",19735,"saddle creek"
"3002",19735,"paper bag"
"3003",19738,"cherry red"
"3004",19875,"warp"
"3005",19896,"avalanche"
"3006",19854,"weird world"
"3007",19736,"strut"
"3008",19669,"sub pop"
"3009",19900,"warner bros."
"3010",19901,"self-released"
"3011",19845,"northern spy"
"3012",19845,"dull tools"
"3013",19895,"island"
"3014",19888,"lit city trax"
"3015",19830,"republic"
"3016",19772,"knitting factory"
"3017",19807,"other people"
"3018",19818,"nonesuch"
"3019",19878,"hellfyre club"
"3020",19894,"self-released"
"3021",19756,"lefse"
"3022",19752,"new amsterdam"
"3023",19831,"defected"
"3024",19622,"spinefarm"
"3025",19874,"warp"
"3026",19850,"minor"
"3027",19823,"slumberland"
"3028",19823,"suicide squeeze"
"3029",19737,"thrill jockey"
"3030",19781,"island"
"3031",19781,"universal"
"3032",19716,"turnstile"
"3033",19771,"big brother"
"3034",19809,"lex"
"3035",19748,"marshall teller"
"3036",19660,"tompkins square"
"3037",19684,"virgin"
"3038",19684,"universal"
"3039",19847,"hardly art"
"3040",19616,"infin"
"3041",19828,"no quarter"
"3042",19785,"profound lore"
"3043",19856,"cult"
"3044",19870,"downtown"
"3045",19743,"team early"
"3046",19743,"the artist"
"3047",19858,"young art"
"3048",19846,"arbutus"
"3049",19853,"columbia"
"3050",19844,"palace"
"3051",19844,"drag city"
"3052",19827,"self-released"
"3053",19659,"drag city"
"3054",19789,"mexican summer"
"3055",19798,"matador"
"3056",19843,"infectious"
"3057",19687,"software"
"3058",19829,"sub pop"
"3059",19621,"thrill jockey"
"3060",19755,"warp"
"3061",19707,"hyperdub"
"3062",19810,"sub pop"
"3063",19658,"graveface"
"3064",19783,"self-released"
"3065",19842,"touch and go"
"3066",19826,"dais records"
"3067",19808,"relapse"
"3068",19683,"orchid tapes"
"3069",19696,"drag city"
"3070",19657,"drag city"
"3071",19619,"suicide squeeze"
"3072",19804,"goner"
"3073",19747,"forged artifacts"
"3074",19747,"chillmegachill"
"3075",19731,"m'lady's"
"3076",19682,"dbpm"
"3077",19734,"houndstooth"
"3078",19732,"kranky"
"3079",19713,"thirsty ear"
"3080",19721,"neurot"
"3081",19799,"infinite best"
"3082",19799,"twin group"
"3083",19817,"jagjaguwar"
"3084",19817,"paper bag"
"3085",19814,"warner bros."
"3086",19803,"future times"
"3087",19620,"relapse"
"3088",19778,"pax-am"
"3089",19797,"paper bag"
"3090",19797,"asthmatic kitty"
"3091",19710,"tri angle"
"3092",19714,"other music"
"3093",19714,"zelone"
"3094",19761,"ba da bing!"
"3095",19816,"island"
"3096",19656,"anti-"
"3097",19791,"def jam"
"3098",19791,"artium"
"3099",19670,"wharf cat"
"3100",19680,"candlelight"
"3101",19801,"warner bros."
"3102",19801,"last gang"
"3103",19788,"communion"
"3104",19720,"bella union"
"3105",19730,"pan"
"3106",19733,"further"
"3107",19794,"cult"
"3108",19719,"sub pop"
"3109",19754,"yep roc"
"3110",19725,"playin four keeps"
"3111",19702,"the ajna offensive"
"3112",19787,"harvest"
"3113",19681,"merge"
"3114",19655,"nonesuch"
"3115",19655,"warner bros."
"3116",19780,"false idols"
"3117",19726,"awesome tapes from africa"
"3118",19693,"matador"
"3119",19706,"planet mu"
"3120",19652,"no quarter"
"3121",19652,"ide fixe"
"3122",19729,"fat cat"
"3123",19793,"avian"
"3124",19777,"southern lord"
"3125",19786,"def jam"
"3126",19776,"other music"
"3127",19766,"temporary residence"
"3128",19618,"dial"
"3129",19775,"mute"
"3130",19774,"self-released"
"3131",19617,"neurot"
"3132",19715,"dfa"
"3133",19679,"omnivore"
"3134",19760,"kobalt"
"3135",19790,"self-released"
"3136",19753,"jagjaguwar"
"3137",19753,"death waltz"
"3138",19703,"asthmatic kitty"
"3139",19654,"sacred bones"
"3140",19767,"dfa"
"3141",19768,"loglady"
"3142",19653,"joyful noise"
"3143",19624,"thrill jockey"
"3144",19629,"brainfeeder"
"3145",19765,"republic"
"3146",19723,"barsuk"
"3147",19745,"self-released"
"3148",19709,"roc nation"
"3149",19751,"atlantic"
"3150",19663,"4ad"
"3151",19532,"sub pop"
"3152",19520,"roadrunner"
"3153",19615,"drag city"
"3154",19724,"merge"
"3155",19724,"chapter music"
"3156",19610,"warp"
"3157",19746,"atlantic jaxx"
"3158",19572,"partisan"
"3159",19614,"monkeytown"
"3160",19651,"clenchedwrench"
"3161",19668,"drag city"
"3162",19742,"ninja tune"
"3163",19521,"mute"
"3164",19521,"arts & crafts"
"3165",19573,"yep roc"
"3166",19613,"fabric"
"3167",19722,"matador"
"3168",19722,"last gang"
"3169",19718,"totally gross national product"
"3170",19691,"anyway"
"3171",19650,"drag city"
"3172",19650,"god?"
"3173",19591,"profound lore"
"3174",19602,"secretly canadian"
"3175",19602,"sincerely yours"
"3176",19674,"susannasonata"
"3177",19512,"matador"
"3178",19695,"slumberland"
"3179",19556,"asthmatic kitty"
"3180",19712,"nettwerk"
"3181",19647,"cd baby"
"3182",19571,"pinkflag"
"3183",19635,"warner bros."
"3184",19678,"blackest ever black"
"3185",19596,"polyvinyl"
"3186",19585,"island"
"3187",19648,"castle face"
"3188",19630,"fat possum"
