"","reviewid","label"
"18254",7982,"epic"
"18255",7982,"legacy"
"18256",4891,"kranky"
"18257",5474,"definitive jux"
"18258",7411,"1971"
"18259",7251,"capitol"
"18260",4132,"thrill jockey"
"18261",5372,"ipecac"
"18262",3199,"go!beat"
"18263",1569,"emperor jones"
"18264",2152,"lovitt"
"18265",3031,"mego"
"18266",8091,"columbia"
"18267",6367,"susstones"
"18268",4444,"drag city"
"18269",5122,"warner bros."
"18270",2121,"k"
"18271",2121,"knw-yr-own"
"18272",6641,"rephlex"
"18273",617,"dgc"
"18274",7146,"carpark"
"18275",4461,"pacifico"
"18276",3106,"amt"
"18277",2845,"after hours"
"18278",5185,"beggars"
"18279",5185,"too pure"
"18280",1469,"ninja tune"
"18281",5829,"mute"
"18282",7027,"mute"
"18283",7027,"city slang"
"18284",4552,"rca"
"18285",4552,"ato"
"18286",8879,"atlantic"
"18287",8879,"ropeadope"
"18288",8440,"planet "
"18289",2474,"bip hop"
"18290",6155,"western vinyl"
"18291",3939,"temporary residence"
"18292",5220,"ipecac"
"18293",4428,"temporary residence"
"18294",1632,"dogday"
"18295",3394,"instinct"
"18296",221,"obtuse mule"
"18297",5142,"relapse"
"18298",2987,"ipecac"
"18299",198,"vagrant"
"18300",198,"heroes and villains"
"18301",1862,"chocolate ind."
"18302",8078,"menlo park"
"18303",3370,"force inc"
"18304",4496,"tigerbeat6"
"18305",4061,"emi"
"18306",2751,"warm"
"18307",8590,"tiger style"
"18308",6606,"interscope"
"18309",1668,"darla"
"18310",5278,"acuarela"
"18311",3538,"third earth"
"18312",154,"tiger style"
"18313",2997,"artemis"
"18314",5128,"carpark"
"18315",5160,"tigerbeat6"
"18316",4056,"idaho music"
"18317",7388,"merge"
"18318",8860,"tzadik"
"18319",1538,"emi"
"18320",1538,"capitol"
"18321",3200,"perishable"
"18322",7061,"klein"
"18323",8573,"idea"
"18324",1940,"morr"
"18325",4177,"stones throw"
"18326",1684,"strange attractors audio house"
"18327",6475,"columbia"
"18328",8122,"thrill jockey"
"18329",2001,"stones throw"
"18330",6167,"thrill jockey"
"18331",5823,"smells like"
"18332",783,"spinart"
"18333",6746,"pias"
"18334",8943,"loosethread"
"18335",6226,"om"
"18336",2276,"jade tree"
"18337",8617,"drag city"
"18338",53,"teenbeat"
"18339",171,"strange attractors audio house"
"18340",8228,"pias"
"18341",7404,"dreamworks"
"18342",3385,"warp"
"18343",4402,"troubleman unlimited"
"18344",8126,"better looking"
"18345",6491,"barsuk"
"18346",2385,"thirsty ear"
"18347",7237,"kill rock stars"
"18348",4742,"two ton santa"
"18349",7917,"extreme"
"18350",1600,"eastern conference"
"18351",517,"merge"
"18352",1323,"bloodshot"
"18353",3497,"tigerbeat6"
"18354",5083,"superego"
"18355",4828,"sub pop"
"18356",6999,"kinetic"
"18357",119,"mantra"
"18358",119,"beggars"
"18359",6314,"spinart"
"18360",7531,"warner bros."
"18361",280,"cenotaph"
"18362",5203,"touch and go"
"18363",2303,"southern"
"18364",2727,"mille plateaux"
"18365",3535,"kill rock stars"
"18366",2983,"sonig"
"18367",5493,"sub pop"
"18368",6173,"thirsty ear"
"18369",940,"post-parlo"
"18370",6501,"koch"
"18371",6128,"self-starter foundation"
"18372",11789,"moikai"
"18373",7857,"warner bros."
"18374",4113,"matador"
"18375",1848,"asthmatic kitty"
"18376",3896,"1mg"
"18377",7621,"arena rock"
"18378",7926,"alien8"
"18379",1559,"kill rock stars"
"18380",362,"warp"
"18381",1887,"fat beats"
"18382",8418,"artemis"
"18383",8418,"e-squared"
"18384",6176,"temporary residence"
"18385",7428,"merge"
"18386",200,"galaxia"
"18387",4851,"mute"
"18388",4445,"mantra"
"18389",2005,"strut"
"18390",528,"artistdirect"
"18391",7575,"polyvinyl"
"18392",937,"saddle creek"
"18393",2148,"ipecac"
"18394",105,"twisted nerve"
"18395",105,"xl"
"18396",5266,"k"
"18397",6192,"lookout!"
"18398",5948,"music mine"
"18399",7971,"k"
"18400",6881,"soundless"
"18401",8219,"hi-n-dry"
"18402",862,"orange twin"
"18403",3457,"jade tree"
"18404",1471,"manifesto"
"18405",3928,"sub pop"
"18406",3101,"tomlab"
"18407",3060,"perishable"
"18408",1215,"5440' or fight!"
"18409",5096,"morr"
"18410",7424,"jagjaguwar"
"18411",1352,"chocolate ind."
"18412",7307,"bardot"
"18413",5287,"troubleman unlimited"
"18414",6046,"astralwerks"
"18415",4669,"ba da bing!"
"18416",7265,"emperor jones"
"18417",8927,"tzadik"
"18418",8708,"chairkickers union"
"18419",8865,"egon"
"18420",5276,"ghostly"
"18421",8684,"konkurrent"
"18422",3252,"merge"
"18423",4490,"march"
"18424",4277,"k"
"18425",6514,"dischord"
"18426",5175,"up"
"18427",858,"lex"
"18428",4039,"kindercore"
"18429",91,"force inc"
"18430",8471,"capitol"
"18431",351,"burnt hair"
"18432",7192,"mantra"
"18433",7192,"beggars"
"18434",649,"undertow"
"18435",6773,"artemis"
"18436",7960,"plug research"
"18437",5055,"sub pop"
"18438",289,"sub pop"
"18439",21,"squealer"
"18440",6797,"definitive jux"
"18441",3238,"drag city"
"18442",2396,"plug research"
"18443",5839,"level plane"
"18444",8722,"30 hertz"
"18445",854,"tomlab"
"18446",1337,"tomlab"
"18447",1954,"palm"
"18448",872,"temporary residence"
"18449",5774,"rainbow quartz"
"18450",7650,"secretly canadian"
"18451",3414,"mille plateaux"
"18452",2343,"epitaph"
"18453",2343,"burning heart"
"18454",8066,"matador"
"18455",4817,"k"
"18456",6644,"merge"
"18457",6468,"thrill jockey"
"18458",5831,"landspeed"
"18459",1857,"brainwashed"
"18460",5259,"bubble core"
"18461",6441,"soft serve"
"18462",1937,"ministry of sound"
"18463",4764,"gern blandsten"
"18464",292,"astralwerks"
"18465",6598,"kill rock stars"
"18466",11765,"bar/none"
"18467",4114,"matador"
"18468",116,"barsuk"
"18469",3081,"warner bros."
"18470",5765,"ninja tune"
"18471",5765,"big dada"
"18472",3519,"skipp"
"18473",718,"arena rock"
"18474",3190,"whig music"
"18475",3190,"zen beats"
"18476",8712,"pinkflag"
"18477",6076,"monitor"
"18478",921,"jmz"
"18479",1961,"rawkus"
"18480",5931,"epic"
"18481",8675,"vhf"
"18482",5725,"iodine"
"18483",5069,"orange twin"
"18484",8833,"virgin"
"18485",6611,"antidote"
"18486",6451,"warp"
"18487",7220,"ipecac"
"18488",5409,"claire"
"18489",2333,"capitol"
"18490",5727,"jagjaguwar"
"18491",7995,"rounder"
"18492",7995,"idlewild"
"18493",184,"island"
"18494",8180,"fast horse"
"18495",4455,"ryko"
"18496",2362,"two ten"
"18497",6465,"lookout!"
"18498",341,"rhymesayers"
"18499",341,"fat beats"
"18500",8885,"touch and go"
"18501",1594,"equal vision"
"18502",1587,"fenway"
"18503",1896,"geographic"
"18504",3930,"swami"
"18505",8217,"bip hop"
"18506",511,"sequence"
"18507",5396,"bad news"
"18508",2884,"absolutely kosher"
"18509",5475,"definitive jux"
"18510",5723,"thrill jockey"
"18511",6230,"spinart"
"18512",7413,"novamute"
"18513",2009,"union square"
"18514",7683,"virgin"
"18515",7111,"desoto"
"18516",5443,"virgin"
"18517",530,"tzadik"
"18518",2165,"tooth and nail"
"18519",1938,"mint"
"18520",7343,"geffen"
"18521",5333,"ba da bing!"
"18522",5116,"gold standard laboratories"
"18523",2993,"klang electronik, 2003"
"18524",4082,"merge"
"18525",5698,"jagjaguwar"
"18526",8744,"touch and go"
"18527",8744,"quarterstick"
"18528",3588,"matador"
"18529",1350,"sub pop"
"18530",1660,"instinct"
"18531",7108,"spinart"
"18532",7108,"cooking vinyl"
"18533",7204,"suicide squeeze"
"18534",5171,"family vineyard"
"18535",7056,"ace fu"
"18536",5161,"saddle creek"
"18537",753,"hydrogen dukebox"
"18538",4907,"matinee"
"18539",2280,"nettwerk"
"18540",3468,"amigo"
"18541",2712,"definitive jux"
"18542",8650,NA
"18543",2440,"recommended"
"18544",6151,"troubleman unlimited"
"18545",5484,"force tracks"
"18546",5968,"k"
"18547",687,"alternative tentacles"
"18548",5499,"xl"
"18549",882,"columbia"
"18550",882,"iso"
"18551",6055,"warp"
"18552",7064,"hopeless"
"18553",3831,"ninja tune"
"18554",7157,"touch and go"
"18555",3750,"mr. lady"
"18556",4409,"violent turd"
"18557",4768,"equal vision"
"18558",309,"kinetic"
"18559",786,"winter & winter"
"18560",599,"sub pop"
"18561",1376,"truckstop"
"18562",3442,"some"
"18563",5274,"cenotaph"
"18564",3432,"vagrant"
"18565",8054,"victory"
"18566",3208,"nonesuch"
"18567",3944,"fancy"
"18568",2815,"touch and go"
"18569",1405,"static caravan"
"18570",6505,"thrill jockey"
"18571",2430,"capitol"
"18572",3120,"constellation"
"18573",6871,"skin graft"
"18574",2373,"mca"
"18575",6836,"slowdance"
"18576",4702,"mr. lady"
"18577",981,"widespread"
"18578",981,"supercat"
"18579",6312,"troubleman unlimited"
"18580",2702,"new west"
"18581",8821,"kill rock stars"
"18582",8821,"5rc"
"18583",335,"secretly canadian"
"18584",2771,"interscope"
"18585",7324,"matador"
"18586",1007,"emperor norton"
"18587",2996,"kimchee"
"18588",8433,"slowdance"
"18589",7047,"frenchkiss"
"18590",2129,"plug research"
"18591",8198,"ryko"
"18592",8694,"self-released"
"18593",5201,"blue note"
"18594",923,"4ad"
"18595",923,"elektra"
"18596",4099,"monitor"
"18597",3739,"capitol"
"18598",3832,"peacefrog"
"18599",4756,"loosethread"
"18600",3795,"kitty-yo"
"18601",787,"mca"
"18602",8036,"sub city"
"18603",4254,"overcoat"
"18604",399,"warm"
"18605",1842,"atp"
"18606",6257,"epic"
"18607",11728,"dischord"
"18608",5761,"vagrant"
"18609",8613,"interscope"
"18610",11863,"vagrant"
"18611",3511,"virgin"
"18612",3511,"hut"
"18613",2788,"lovitt"
"18614",3062,"perishable"
"18615",936,"saddle creek"
"18616",1669,"merge"
"18617",4073,"smilex"
"18618",853,"ninja tune"
"18619",2686,"dreamworks"
"18620",6790,"v2"
"18621",1612,"v2"
"18622",8177,"ninja tune"
"18623",8177,"big dada"
"18624",7677,"temporary residence"
"18625",4651,"aesthetics"
"18626",5505,"fat cat"
"18627",2746,"spinart"
"18628",173,"shrimper"
"18629",7097,"casa"
"18630",6768,"acuarela"
"18631",5348,"v2"
"18632",629,"matador"
"18633",629,"jeepster"
"18634",5138,"kindercore"
"18635",7,"darla"
"18636",4232,"mush"
"18637",212,"ninja tune"
"18638",6354,"teenbeat"
"18639",3887,"editions paf"
"18640",7186,"perishable"
"18641",7186,"instant touch"
"18642",128,"polyvinyl"
"18643",4499,"one mad son"
"18644",3056,"amoebic"
"18645",2681,"lewis"
"18646",3838,"morr"
"18647",8058,"kill rock stars"
"18648",8564,"anti-"
"18649",1841,"acuarela"
"18650",215,"anticon"
"18651",8332,"sub pop"
"18652",793,"hush"
"18653",8151,"neurot"
"18654",847,"arena rock"
"18655",1615,"columbia"
"18656",5713,"touch and go"
"18657",4376,"mr. lady"
"18658",3798,"alien8"
"18659",3798,"substractif"
"18660",2827,"sympathy for the record industry"
"18661",244,"shinglestreet"
"18662",7236,"novamute"
"18663",8128,"jetset"
"18664",4316,"strange attractors audio house"
"18665",6129,"kranky"
"18666",6883,"tiger style"
"18667",10,"troubleman unlimited"
"18668",7921,"thrill jockey"
"18669",962,"birdman"
"18670",8402,"barsuk"
"18671",5168,"walking road"
"18672",1614,"island"
"18673",1290,"dischord"
"18674",1617,"columbia"
"18675",5504,"fat cat"
"18676",7984,"megalon"
"18677",6154,"drag city"
"18678",8839,"jagjaguwar"
"18679",584,"lovitt"
"18680",211,"warp"
"18681",2174,"chicks on speed"
"18682",7080,"tiger style"
"18683",5927,"family vineyard"
"18684",6852,"three gut"
"18685",8134,"thrill jockey"
"18686",3176,"anticon"
"18687",919,"lookout!"
"18688",6125,"coming in second"
"18689",6440,"seed"
"18690",1390,"tigerbeat6"
"18691",3055,"twentythree"
"18692",5454,"emperor jones"
"18693",6986,"darla"
"18694",2014,"wishing tree"
"18695",6344,"astralwerks"
"18696",4801,"morr"
"18697",3192,"startime"
"18698",5764,"jade tree"
"18699",4761,"birdman"
"18700",8949,"warner bros."
"18701",8949,"luaka bop"
"18702",1945,"disco bruit"
"18703",3890,"epitaph"
"18704",3890,"burning heart"
"18705",538,"dancing bear"
"18706",6039,"kracfive"
"18707",5197,"dnc"
"18708",6405,"bomp"
"18709",7912,"fact"
"18710",5452,"ajax"
"18711",1291,"xl"
"18712",1291,"planet "
"18713",6650,"gern blandsten"
"18714",4914,"jetset"
"18715",5532,"badman"
"18716",8676,"nonesuch"
"18717",5821,"animal world"
"18718",8457,"on!"
"18719",4433,"hush"
"18720",1596,"tiger style"
"18721",3585,"kompakt"
"18722",6215,"jade tree"
"18723",4179,"coup d'etat"
"18724",8948,"sleep dep records"
"18725",7225,"train wreck"
"18726",8936,"!k7"
"18727",4292,"matador"
"18728",6792,"mille plateaux"
"18729",2961,"virgin"
"18730",2961,"hut"
"18731",5418,"gammon"
"18732",8345,"columbia"
"18733",8345,"legacy"
"18734",8940,"palm pictures"
"18735",1977,"select cuts"
"18736",4729,"secretly canadian"
"18737",6492,"anti-"
"18738",6364,"castle"
"18739",4827,"nonresponse"
"18740",5105,"freres"
"18741",1235,"perishable"
"18742",8050,"emperor jones"
"18743",1897,"ghostly"
"18744",8861,"tzadik"
"18745",5110,"markant"
"18746",1382,"temporary residence"
"18747",3029,"emperor norton"
"18748",5406,"ameriband"
"18749",304,"dirigeable"
"18750",5939,"moodswing"
"18751",5329,"k"
"18752",1500,"spinart"
"18753",8571,"startime"
"18754",5868,"world serpent"
"18755",2223,"moonjune"
"18756",2399,"constellation"
"18757",2480,"virgin"
"18758",3701,"drag city"
"18759",7371,"supermegacorporation"
"18760",3004,"mush"
"18761",2288,"saddle creek"
"18762",7093,"alien8"
"18763",8834,"virgin"
"18764",4491,"morr"
"18765",5530,"jade tree"
"18766",655,"startime"
"18767",324,"suicide squeeze"
"18768",7326,"saddle creek"
"18769",3433,"vagrant"
"18770",3433,"heroes and villains"
"18771",5960,"jagjaguwar"
"18772",1240,"perishable"
"18773",5429,"warner bros."
"18774",5429,"maverick"
"18775",4210,"bmg"
"18776",4210,"essential"
"18777",5313,"capitol"
"18778",5824,"byo"
"18779",2683,"endearing"
"18780",1526,"nonresponse"
"18781",963,"warp"
"18782",2188,"carpark"
"18783",7954,"alternative tentacles"
"18784",2405,"jagjaguwar"
"18785",8225,"warp"
"18786",2417,"4ad"
"18787",8020,"sub pop"
"18788",8895,"force inc"
"18789",2668,"spinart"
"18790",8746,"columbia"
"18791",8746,"loud"
"18792",6008,"future farmer"
"18793",1544,"atlantic"
"18794",4843,"barsuk"
"18795",5748,"virgin"
"18796",912,"recordhead"
"18797",912,"mr. whiggs"
"18798",4692,"young god"
"18799",5112,"secretly canadian"
"18800",1477,"cloud"
"18801",3817,"broadcast"
"18802",1941,"mo'wax"
"18803",331,"johann's face"
"18804",7366,"sounds familyre"
"18805",1294,"full frame"
"18806",83,"rockathon"
"18807",83,"recordhead"
"18808",4326,"sub pop"
"18809",3210,"tzadik"
"18810",6841,"ryko"
"18811",6841,"slow river"
"18812",2655,"the great vitamin mystery"
"18813",7317,"nuclear blast"
"18814",6769,"better looking"
"18815",2833,"hatology"
"18816",6393,"warp"
"18817",3721,"4ad"
"18818",1438,"thrill jockey"
"18819",374,"sequence"
"18820",4183,"old maid"
"18821",5180,"atlantic"
"18822",6242,"glitterhouse"
"18823",3444,"thrill jockey"
"18824",7001,"melted snow"
"18825",3835,"phonography"
"18826",113,"k"
"18827",3467,"rephlex"
"18828",6760,"warp"
"18829",4716,"emperor jones"
"18830",4421,"merge"
"18831",5715,"king crab"
"18832",7338,"secretly canadian"
"18833",1872,"definitive jux"
"18834",927,"bomp"
"18835",4504,"magaibutsu"
"18836",8566,"endearing"
"18837",5314,"melodic"
"18838",3474,"fading captain"
"18839",8479,"acuarela"
"18840",2644,"leaf"
"18841",1246,"warp"
"18842",7199,"holy mountain"
"18843",6212,"made in mexico"
"18844",5225,"misra"
"18845",5208,"sin"
"18846",7232,"no karma"
"18847",520,"epitaph"
"18848",8461,"lo"
"18849",3383,"law and auder"
"18850",558,"darla"
"18851",558,"pulcec"
"18852",4058,"better looking"
"18853",7578,"southern lord"
"18854",2761,"king crab"
"18855",2770,"popsound"
"18856",4659,"merge"
"18857",6633,"jagjaguwar"
"18858",1475,"tumult"
"18859",178,"interscope"
"18860",6845,"warner bros."
"18861",6478,"xl"
"18862",6478,"beggars"
"18863",6478,"rex"
"18864",145,"polyvinyl"
"18865",2228,"barsuk"
"18866",5856,"hushush"
"18867",5025,"palm"
"18868",4110,"epitaph"
"18869",4110,"burning heart"
"18870",5806,"southern"
"18871",7089,"alien8"
"18872",6814,"smog veil"
"18873",4619,"mush"
"18874",1512,"domino"
"18875",4447,"astralwerks"
"18876",663,"screwgun"
"18877",6718,"troubleman unlimited"
"18878",168,"liberty"
"18879",2017,"komfort.labor"
"18880",2017,"wmf"
"18881",8213,"tappersize"
"18882",2207,"tommy boy"
"18883",8721,"hidden agenda"
"18884",3744,"hydrogen dukebox"
"18885",837,"warp"
"18886",11643,"actuel"
"18887",2341,"nettwerk"
"18888",6997,"jetset"
"18889",8937,"ohio gold"
"18890",7381,"kinetic"
"18891",7381,"mo'wax"
"18892",7915,"bakery"
"18893",223,"distance"
"18894",2219,"intr_version"
"18895",7867,"v2"
"18896",1395,"troubleman unlimited"
"18897",1651,"virgin"
"18898",1651,"back porch"
"18899",8015,"light in the attic"
"18900",197,"hush"
"18901",4622,"ozone"
"18902",6394,"good"
"18903",1991,"soul jazz"
"18904",3129,"ninja tune"
"18905",5155,"polyvinyl"
"18906",6483,"rapster"
"18907",6483,"!k7"
"18908",1875,"deluxe"
"18909",5328,"k"
"18910",568,"capitol"
"18911",3189,"ground control"
"18912",2177,"p-vine"
"18913",6222,"polyvinyl"
"18914",3229,"perishable"
"18915",4043,"tzadik"
"18916",1932,"mille plateaux"
"18917",8449,"kindercore"
"18918",8148,"sub pop"
"18919",6072,"polyvinyl"
"18920",7116,"thirsty ear"
"18921",6824,"sanctuary"
"18922",2885,"rhymesayers"
"18923",892,"atavistic"
"18924",892,"truckstop"
"18925",5282,"jade tree"
"18926",3802,"too pure"
"18927",7592,"emperor norton"
"18928",7535,"manifesto"
"18929",5845,"city slang"
"18930",3847,"vagrant"
"18931",7586,"vhf"
"18932",5735,"seeland"
"18933",7310,"klein"
"18934",8465,"vhf"
"18935",2718,"v2"
"18936",5940,"a&m"
"18937",7185,"jester"
"18938",5238,"merge"
"18939",2392,"world hive"
"18940",6702,"kindercore"
"18941",3878,"!k7"
"18942",6016,"hidden agenda"
"18943",2372,"one29"
"18944",7635,"strange attractors audio house"
"18945",2722,"mr. lady"
"18946",1607,"matador"
"18947",8367,"ninja tune"
"18948",2828,"teenage usa"
"18949",3374,"compozilla"
"18950",4816,"quality park"
"18951",1417,"astralwerks"
"18952",7872,"hollywood"
"18953",5146,"polyvinyl"
"18954",5779,"beggars banquet"
"18955",3518,"road cone"
"18956",3172,"overcoat"
"18957",3172,"plateau"
"18958",3099,"epic"
"18959",8620,"acony"
"18960",3760,"knitting factory"
"18961",7050,"jetset"
"18962",4369,"tiger style"
"18963",583,"rephlex"
"18964",6041,"mego"
"18965",2002,"stones throw"
"18966",7254,"kill rock stars"
"18967",8342,"jester"
"18968",1400,"absalom"
"18969",683,"rubric"
"18970",7877,"better looking"
"18971",7966,"astralwerks"
"18972",7966,"record makers"
"18973",1843,"atp"
"18974",6787,"barsuk"
"18975",1705,"rephlex"
"18976",65,"definitive jux"
"18977",744,"lookout!"
"18978",1316,"audio dregs"
"18979",2295,"self-starter foundation"
"18980",11718,"collector's choice"
"18981",7479,"capitol"
"18982",3254,"domino"
"18983",2428,"mr. lady"
"18984",3026,"hat[now]art"
"18985",3772,"badman"
"18986",1401,"mca"
"18987",7360,"saddle creek"
"18988",6781,"vapor"
"18989",4688,"badman"
"18990",2439,"drag city"
"18991",5816,"revenant"
"18992",5111,"secretly canadian"
"18993",8492,"schematic"
"18994",3245,"libra"
"18995",135,"darla"
"18996",6439,"seed"
"18997",1435,"plug research"
"18998",2956,"jagjaguwar"
"18999",3057,"lovitt"
"19000",6516,"le grand magistery"
"19001",2721,"incidental"
"19002",1921,"klein"
"19003",6011,"polystar"
"19004",6011,"shock city"
"19005",2475,"virgin"
"19006",5466,"thrill jockey"
"19007",5466,"sonig"
"19008",6705,"hush"
"19009",6730,"big time"
"19010",3917,"aesthetics"
"19011",8469,"kimchee"
"19012",4391,"punk in my vitamins"
"19013",5750,"thrill jockey"
"19014",4111,"g7 welcoming committee"
"19015",1987,"sonore"
"19016",3537,"audio dregs"
"19017",3782,"self-starter foundation"
"19018",7517,"pulcec"
"19019",4456,"sub pop"
"19020",3164,"polygram"
"19021",4685,"bar/none"
"19022",7951,"force tracks"
"19023",391,"mo'wax"
"19024",1425,"self-starter foundation"
"19025",1483,"wishing tree"
"19026",1483,"badman"
"19027",5214,"loosethread"
"19028",1633,"75 arkz"
"19029",11740,"ninja tune"
"19030",716,"hush"
"19031",6194,"jagjaguwar"
"19032",4876,"75 arkz"
"19033",755,"chairkickers union"
"19034",176,"second nature"
"19035",6721,"arborvitae"
"19036",7861,"spinart"
"19037",1018,"atlantic"
"19038",1018,"ropeadope"
"19039",4614,"some odd pilot"
"19040",681,"jagjaguwar"
"19041",4442,"sanctuary"
"19042",6075,"neurot"
"19043",210,"warp"
"19044",8935,"incidental"
"19045",5395,"emperor norton"
"19046",8107,"misra"
"19047",2878,"temporary residence"
"19048",7919,"thrill jockey"
"19049",5521,"innerspace"
"19050",7014,"hopeless"
"19051",3054,"march"
"19052",6657,"capitol"
"19053",4540,"verdura"
"19054",4824,"gsl"
"19055",5323,"suicide squeeze"
"19056",5382,"sanctuary"
"19057",5177,"oglio"
"19058",1543,"thrill jockey"
"19059",5785,"secretly canadian"
"19060",6180,"subliminal sounds"
"19061",6180,"ti'llindien"
"19062",3416,"ow om"
"19063",3873,"badman"
"19064",6507,"island"
"19065",6172,"fuel 2000"
"19066",386,"barsuk"
"19067",386,"red tide"
"19068",3779,"thick"
"19069",6032,"sire"
"19070",6032,"london"
"19071",5098,"ninja tune"
"19072",5098,"big dada"
"19073",260,"deep elm"
"19074",5166,"spinart"
"19075",896,"moc"
"19076",4186,"road cone"
"19077",6840,"jester"
"19078",2302,"schematic"
"19079",6068,"rephlex"
"19080",4663,"boojm"
"19081",2358,"ninja tune"
"19082",803,"sedimental"
"19083",798,"tigerbeat6"
"19084",1411,"southern"
"19085",913,"recordhead"
"19086",913,"smokeylung"
"19087",2154,"nitro"
"19088",2406,"jagjaguwar"
"19089",6996,"sanctuary"
"19090",3455,"young god"
"19091",3571,"music man"
"19092",3726,"carrot top"
"19093",6472,"peek-a-boo"
"19094",2998,"artemis"
"19095",6664,"mush"
"19096",2777,"warm"
"19097",117,"braintone"
"19098",7527,"jetset"
"19099",4878,"sub pop"
"19100",6298,"ace fu"
"19101",8487,"arborvitae"
"19102",6153,"drag city"
"19103",3203,"grey flat"
"19104",8205,"fortune"
"19105",6408,"virgin"
"19106",8578,"grob"
"19107",1601,"asian man"
"19108",7246,"murder"
"19109",7161,"drag city"
"19110",3715,"asthmatic kitty"
"19111",3715,"sounds familyre"
"19112",6040,"drag city"
"19113",3244,"minty fresh"
"19114",62,"matador"
"19115",7423,"jagjaguwar"
"19116",3528,"mantra"
"19117",3528,"beggars banquet"
"19118",4423,"second nature"
"19119",8691,"american"
"19120",143,"mille plateaux"
"19121",11815,"tzadik"
"19122",89,"alien8"
"19123",89,"substractif"
"19124",8435,"universal"
"19125",6282,"rocket girl"
"19126",7419,"arista"
"19127",376,"nettwerk"
"19128",4836,"hush"
"19129",285,"emperor norton"
"19130",7518,"mille plateaux"
"19131",7518,"ritornell"
"19132",5473,"matador"
"19133",5767,"reprise"
"19134",1579,"thrill jockey"
"19135",2725,"u-cover"
"19136",5852,"saddle creek"
"19137",2397,"plug research"
"19138",8098,"ipecac"
"19139",2230,"barsuk"
"19140",7005,"motorcoat"
"19141",3018,"recommended"
"19142",3018,"rer"
"19143",6289,"hpna"
"19144",4646,"morr"
"19145",1479,"rockathon"
"19146",8941,"neurot"
"19147",7076,"alien8"
"19148",180,"interscope"
"19149",4900,"p-vine"
"19150",2730,"tigerbeat6"
"19151",8090,"city zen"
"19152",894,"overcoat"
"19153",4057,"idaho music"
"19154",5271,"st. ives"
"19155",8321,"rephlex"
"19156",5113,"truckstop"
"19157",8945,"matador"
"19158",6745,"pias"
"19159",2199,"columbia"
"19160",7337,"paper cup"
"19161",7337,"black and white"
"19162",4264,"alien8"
"19163",4264,"substractif"
"19164",3384,"warp"
"19165",4216,"def jam"
"19166",4216,"roc-a-fella"
"19167",4393,"vhf"
"19168",4790,"spinart"
"19169",4176,"stones throw"
"19170",6443,"merge"
"19171",4905,"darla"
"19172",4905,"pulcec"
"19173",4705,"mr. lady"
"19174",5998,"jagjaguwar"
"19175",1527,"columbia"
"19176",6270,"schematic"
"19177",8635,"loosethread"
"19178",4380,"payola"
"19179",4380,"temporary residence"
"19180",5503,"morr"
"19181",3143,"virgin"
"19182",7166,"constellation"
"19183",8150,"file-13"
"19184",8561,"elektra"
"19185",8561,"rhino"
"19186",598,"sub pop"
"19187",6018,"regal"
"19188",1493,"merge"
"19189",8615,"matlock"
"19190",4253,"landspeed"
"19191",4748,"frenchkiss"
"19192",1248,"emperor norton"
"19193",873,"explain"
"19194",5366,"matador"
"19195",340,"birdcage"
"19196",340,"rhymesayers"
"19197",8141,"thrill jockey"
"19198",2750,"warm"
"19199",680,"velocette"
"19200",8431,"ryko"
"19201",8431,"hannibal"
"19202",3386,"rainbow quartz"
"19203",6280,"phthalo"
"19204",1905,"hefty"
"19205",225,"warp"
"19206",225,"sire"
"19207",6010,"capitol"
"19208",8375,"arborvitae"
"19209",1223,"table of the elements"
"19210",3792,"k"
"19211",6619,"touch and go"
"19212",4408,"mille plateaux"
"19213",5127,"carpark"
"19214",7511,"asthmatic kitty"
"19215",2339,"desoto"
"19216",3718,"temporary residence"
"19217",6073,"jade tree"
"19218",1378,"idol"
"19219",8061,"some odd pilot"
"19220",8478,"fortune"
"19221",7135,"novamute"
"19222",3242,"dischord"
"19223",1635,"absolutely kosher"
"19224",4864,"yep roc"
"19225",4864,"cavalcade"
"19226",7397,"restless"
"19227",3198,"temporary residence"
"19228",6229,"monitor"
"19229",6080,"elektra"
"19230",6080,"asylum"
"19231",6291,"gern blandsten"
"19232",8415,"force inc"
"19233",7403,"constellation"
"19234",4930,"beggars banquet"
"19235",5254,"darla"
"19236",100,"tiger style"
"19237",5733,"cenotaph"
"19238",4866,"kranky"
"19239",1550,"impulse!"
"19240",1926,"matador"
"19241",4671,"strange attractors audio house"
"19242",5717,"brassland"
"19243",7402,"constellation"
"19244",7537,"rca"
"19245",7172,"astralwerks"
"19246",6380,"rockathon"
"19247",6380,"recordhead"
"19248",6397,"asian man"
"19249",8503,"sub pop"
"19250",8031,"file-13"
"19251",7568,"abduction"
"19252",740,"jetset"
"19253",2197,"columbia"
"19254",7962,"hefty"
"19255",8583,"aum fidelity"
"19256",3222,"drag city"
"19257",6142,"secretly canadian"
"19258",218,"frenchkiss"
"19259",7617,"merge"
"19260",823,"fueled by ramen"
"19261",4535,"alien8"
"19262",1590,"three gut"
"19263",865,"wea"
"19264",8557,"dreamworks"
"19265",7482,"atavistic"
"19266",7482,"unheard music series"
"19267",4381,"bubble core"
"19268",4381,"after hours"
"19269",4913,"temporary residence"
"19270",4066,"no karma"
"19271",265,"mute"
"19272",5360,"epic"
"19273",1677,"devil in the woods"
"19274",6639,"rephlex"
"19275",5759,"orange twin"
