"","reviewid","genre"
"4374",18376,"electronic"
"4375",18390,"rock"
"4376",18299,"rock"
"4377",18306,"rock"
"4378",18306,"experimental"
"4379",18407,"rap"
"4380",18365,"rock"
"4381",18365,"experimental"
"4382",18419,"electronic"
"4383",18405,"rock"
"4384",18379,"rock"
"4385",18370,"rock"
"4386",18363,"rock"
"4387",18320,"rock"
"4388",18330,"experimental"
"4389",18330,"electronic"
"4390",18377,"rock"
"4391",18374,"rock"
"4392",18324,"rock"
"4393",18324,"electronic"
"4394",18062,"electronic"
"4395",18372,"rock"
"4396",18351,"electronic"
"4397",18373,"rock"
"4398",18250,"rock"
"4399",18350,"rock"
"4400",18350,"pop/r&b"
"4401",18314,"rock"
"4402",18403,"rock"
"4403",18371,"rock"
"4404",18323,"rock"
"4405",18352,"rock"
"4406",18353,"rap"
"4407",18353,"pop/r&b"
"4408",18353,"metal"
"4409",18354,"rap"
"4410",18358,"rock"
"4411",18389,"rock"
"4412",18362,"rap"
"4413",18307,"electronic"
"4414",18361,"rock"
"4415",18322,"rock"
"4416",18321,"rock"
"4417",18254,"experimental"
"4418",18308,"rock"
"4419",18318,"rock"
"4420",18300,"rock"
"4421",18317,"rock"
"4422",18317,"experimental"
"4423",18316,"pop/r&b"
"4424",18316,"electronic"
"4425",18319,"rock"
"4426",18319,"experimental"
"4427",18348,"rock"
"4428",18224,"metal"
"4429",18293,"rock"
"4430",18369,"rock"
"4431",18340,"pop/r&b"
"4432",18340,"electronic"
"4433",18093,"rock"
"4434",18263,"metal"
"4435",18315,"electronic"
"4436",18344,"rock"
"4437",18068,"rock"
"4438",18189,"rock"
"4439",18189,"metal"
"4440",18349,"rock"
"4441",18341,"rap"
"4442",18357,"rock"
"4443",18332,"rock"
"4444",18284,"pop/r&b"
"4445",18287,"rock"
"4446",18339,"metal"
"4447",18312,"rock"
"4448",18294,"rock"
"4449",18262,"rock"
"4450",18335,"rock"
"4451",18298,"pop/r&b"
"4452",18343,"rock"
"4453",18304,"electronic"
"4454",18345,"rock"
"4455",18311,"rock"
"4456",18336,"rap"
"4457",18337,"pop/r&b"
"4458",18285,"rock"
"4459",18301,"electronic"
"4460",18327,"electronic"
"4461",18296,"rock"
"4462",18296,"experimental"
"4463",18228,"folk/country"
"4464",18290,"rock"
"4465",18302,"rap"
"4466",18175,"rock"
"4467",18297,"rock"
"4468",18286,"rock"
"4469",18260,"rock"
"4470",18255,"metal"
"4471",18269,"rock"
"4472",18288,"rock"
"4473",18268,"electronic"
"4474",18258,"rock"
"4475",18174,"pop/r&b"
"4476",18131,"rock"
"4477",18295,"electronic"
"4478",18207,"electronic"
"4479",18289,"rock"
"4480",18159,"rock"
"4481",18240,"jazz"
"4482",18240,"electronic"
"4483",18259,"rock"
"4484",18251,"rock"
"4485",18209,"rock"
"4486",18209,"experimental"
"4487",18238,"experimental"
"4488",18222,"folk/country"
"4489",18222,"metal"
"4490",18282,"experimental"
"4491",18257,"pop/r&b"
"4492",18309,"rap"
"4493",18265,"rock"
"4494",18278,"rock"
"4495",18256,"rock"
"4496",18227,"rap"
"4497",18271,"rock"
"4498",18271,"experimental"
"4499",18292,"rock"
"4500",18182,"rock"
"4501",18212,"rock"
"4502",18274,"rock"
"4503",18223,"pop/r&b"
"4504",18199,"rock"
"4505",18291,"rock"
"4506",18275,"rock"
"4507",18275,"experimental"
"4508",18045,"rock"
"4509",18281,"electronic"
"4510",18279,"rock"
"4511",18252,"rock"
"4512",18245,"rock"
"4513",18276,"rap"
"4514",18229,"rock"
"4515",18176,"folk/country"
"4516",18092,"rock"
"4517",18280,"pop/r&b"
"4518",18168,"pop/r&b"
"4519",18168,"electronic"
"4520",18266,"rock"
"4521",18283,"rock"
"4522",17972,"rock"
"4523",18248,"folk/country"
"4524",18272,"rap"
"4525",18261,"electronic"
"4526",18171,"rock"
"4527",18171,"electronic"
"4528",18118,"rock"
"4529",18267,"electronic"
"4530",18249,"rock"
"4531",18217,"rock"
"4532",18217,"electronic"
"4533",18203,"rock"
"4534",18239,"rock"
"4535",18247,"rap"
"4536",18246,"rock"
"4537",18097,"electronic"
"4538",18112,"electronic"
"4539",18244,"experimental"
"4540",18184,"electronic"
"4541",18190,"rock"
"4542",18264,"rap"
"4543",18210,"pop/r&b"
"4544",17934,"rap"
"4545",18219,"rap"
"4546",18164,"rock"
"4547",18163,"rock"
"4548",18163,"electronic"
"4549",18237,"rock"
"4550",18218,"rock"
"4551",18243,"rock"
"4552",18206,"rock"
"4553",18206,"electronic"
"4554",18236,"rap"
"4555",17893,"rock"
"4556",18162,"rock"
"4557",18215,"rap"
"4558",18214,"rock"
"4559",18221,"electronic"
"4560",18241,"rock"
"4561",18241,"experimental"
"4562",18241,"electronic"
"4563",18233,"metal"
"4564",18195,"rock"
"4565",18195,"electronic"
"4566",18220,"pop/r&b"
"4567",18039,"electronic"
"4568",18196,"rock"
"4569",18100,"rock"
"4570",18154,"rap"
"4571",18211,"metal"
"4572",18170,"rock"
"4573",18117,"rap"
"4574",18147,"rock"
"4575",18147,"experimental"
"4576",18202,"rap"
"4577",18200,"rock"
"4578",18204,"pop/r&b"
"4579",18213,"electronic"
"4580",18234,"rap"
"4581",17588,"rap"
"4582",18124,"rock"
"4583",18124,"electronic"
"4584",18225,"rock"
"4585",18235,"rock"
"4586",18109,"rock"
"4587",18186,"rap"
"4588",18088,"rock"
"4589",18181,"rock"
"4590",18115,"rock"
"4591",18158,"rock"
"4592",18183,"electronic"
"4593",18201,"rock"
"4594",17974,"rock"
"4595",18083,"rock"
"4596",18198,"rock"
"4597",18172,"rap"
"4598",18173,"rap"
"4599",18205,"rock"
"4600",18005,"rock"
"4601",18005,"electronic"
"4602",18197,"pop/r&b"
"4603",18191,"rock"
"4604",18194,"rock"
"4605",18192,"rock"
"4606",18187,"rock"
"4607",18193,"rock"
"4608",18193,"electronic"
"4609",18103,"rock"
"4610",18103,"electronic"
"4611",18121,"electronic"
"4612",18177,"rock"
"4613",18141,"rock"
"4614",18120,"rock"
"4615",18169,"pop/r&b"
"4616",18123,"rock"
"4617",18167,"rock"
"4618",18122,"experimental"
"4619",18122,"electronic"
"4620",18095,"rock"
"4621",18110,"rock"
"4622",18089,"rock"
"4623",18166,"rock"
"4624",18084,"rock"
"4625",18146,"electronic"
"4626",18060,"metal"
"4627",18098,"rock"
"4628",18080,"electronic"
"4629",18139,"rock"
"4630",18161,"folk/country"
"4631",18104,"electronic"
"4632",18165,"rock"
"4633",18165,"metal"
"4634",17923,"rap"
"4635",18140,"rock"
"4636",18157,"global"
"4637",18156,"electronic"
"4638",18185,"rock"
"4639",18058,"rock"
"4640",17967,"electronic"
"4641",18130,"rock"
"4642",18090,"electronic"
"4643",18152,"electronic"
"4644",18179,"rap"
"4645",18082,"rock"
"4646",18114,"rock"
"4647",18114,"jazz"
"4648",18114,"experimental"
"4649",18096,"rock"
"4650",18178,"rap"
"4651",18054,"rock"
"4652",17610,"pop/r&b"
"4653",18155,"rock"
"4654",18091,"electronic"
"4655",18086,"rock"
"4656",18086,"metal"
"4657",18081,"electronic"
"4658",18136,"rock"
"4659",18142,"rock"
"4660",18087,"rock"
"4661",18087,"metal"
"4662",18137,"rock"
"4663",18137,"experimental"
"4664",18066,"rock"
"4665",18094,"rock"
"4666",18094,"experimental"
"4667",18099,"jazz"
"4668",18099,"metal"
"4669",18134,"rock"
"4670",18064,"electronic"
"4671",18004,"electronic"
"4672",18153,"rock"
"4673",18135,"experimental"
"4674",18057,"metal"
"4675",18138,"rock"
"4676",18000,"electronic"
"4677",17927,"rock"
"4678",18145,"rock"
"4679",18145,"experimental"
"4680",18145,"electronic"
"4681",18053,"rap"
"4682",18053,"pop/r&b"
"4683",18063,"pop/r&b"
"4684",18063,"folk/country"
"4685",17949,"rock"
"4686",17965,"rock"
"4687",17965,"experimental"
"4688",17965,"electronic"
"4689",18061,"rock"
"4690",18061,"electronic"
"4691",18065,"rock"
"4692",18065,"electronic"
"4693",18056,"rock"
"4694",18043,"pop/r&b"
"4695",18043,"electronic"
"4696",18055,"pop/r&b"
"4697",18085,"rock"
"4698",18050,"electronic"
"4699",17998,"pop/r&b"
"4700",18031,"rock"
"4701",17956,"rock"
"4702",18119,"rock"
"4703",18076,"rock"
"4704",18076,"experimental"
"4705",18029,"rock"
"4706",18007,"rock"
"4707",18007,"pop/r&b"
"4708",18007,"folk/country"
"4709",18129,"rock"
"4710",18129,"electronic"
"4711",18052,"rock"
"4712",18042,"rock"
"4713",18143,"rock"
"4714",18133,"rap"
"4715",17776,"electronic"
"4716",18132,"rock"
"4717",18030,"rock"
"4718",18051,"rock"
"4719",18051,"electronic"
"4720",18008,"rock"
"4721",18078,"rock"
"4722",17952,"pop/r&b"
"4723",18028,"electronic"
"4724",17813,"pop/r&b"
"4725",18033,"rock"
"4726",18108,"rock"
"4727",18108,"experimental"
"4728",18108,"electronic"
"4729",18077,"rock"
"4730",18035,"rock"
"4731",17869,"rock"
"4732",18019,"rock"
"4733",18020,"rock"
"4734",18128,"rock"
"4735",18044,"rock"
"4736",18009,"experimental"
"4737",18003,"rock"
"4738",17915,"electronic"
"4739",18070,"rock"
"4740",17942,"rock"
"4741",17942,"experimental"
"4742",18006,"electronic"
"4743",18125,"rock"
"4744",17817,"rock"
"4745",17980,"rock"
"4746",18106,"rock"
"4747",18049,"rock"
"4748",17997,"electronic"
"4749",18059,"rock"
"4750",18027,"rock"
"4751",17963,"rock"
"4752",17996,"rock"
"4753",18107,"rock"
"4754",18040,"rock"
"4755",18069,"rock"
"4756",17990,"rock"
"4757",18001,"rock"
"4758",18036,"rock"
"4759",18002,"metal"
"4760",18016,"rock"
"4761",17999,"electronic"
"4762",17925,"rock"
"4763",17925,"rap"
"4764",18025,"rock"
"4765",17988,"jazz"
"4766",17971,"rock"
"4767",17989,"rock"
"4768",17978,"rock"
"4769",17978,"electronic"
"4770",18023,"rock"
"4771",18023,"experimental"
"4772",18071,"rock"
"4773",18101,"rock"
"4774",18105,"rap"
"4775",17950,"experimental"
"4776",17964,"electronic"
"4777",18073,"folk/country"
"4778",17892,"rock"
"4779",17977,"rock"
"4780",18011,"pop/r&b"
"4781",17932,"rock"
"4782",17932,"electronic"
"4783",17854,"rock"
"4784",17854,"metal"
"4785",17987,"electronic"
"4786",17966,"rock"
"4787",17953,"rock"
"4788",17943,"rap"
"4789",17970,"metal"
"4790",18072,"rock"
"4791",17959,"rock"
"4792",17947,"rock"
"4793",17947,"metal"
"4794",17957,"rock"
"4795",18024,"rock"
"4796",18038,"rock"
"4797",17944,"rock"
"4798",18046,"rock"
"4799",18046,"experimental"
"4800",17917,"rock"
"4801",17941,"rock"
"4802",18048,"rock"
"4803",17954,"rock"
"4804",17960,"rock"
"4805",17960,"folk/country"
"4806",17960,"electronic"
"4807",18067,"rock"
"4808",17929,"rock"
"4809",17992,"pop/r&b"
"4810",17903,"rock"
"4811",17903,"electronic"
"4812",17973,"rock"
"4813",17973,"metal"
"4814",17945,"rock"
"4815",17945,"electronic"
"4816",18037,"rock"
"4817",17946,"rock"
"4818",18022,"rock"
"4819",18022,"electronic"
"4820",17841,"rock"
"4821",17940,"rock"
"4822",17678,"rock"
"4823",17678,"metal"
"4824",17962,"jazz"
"4825",17880,"pop/r&b"
"4826",17924,"rock"
"4827",17924,"electronic"
"4828",18017,"rock"
"4829",17986,"rock"
"4830",18034,"rock"
"4831",17920,"rock"
"4832",17916,"rock"
"4833",17874,"rock"
"4834",17874,"pop/r&b"
"4835",18015,"rock"
"4836",17985,"global"
"4837",17930,"rock"
"4838",18021,"rap"
"4839",18021,"pop/r&b"
"4840",17919,"rock"
"4841",17881,"experimental"
"4842",17879,"rock"
"4843",17913,"rock"
"4844",18010,"rock"
"4845",17911,"rock"
"4846",17911,"metal"
"4847",17911,"experimental"
"4848",17871,"rock"
"4849",18018,"rock"
"4850",17875,"folk/country"
"4851",17902,"rock"
"4852",17902,"electronic"
"4853",17882,"rock"
"4854",17806,"metal"
"4855",17918,"electronic"
"4856",17872,"rap"
"4857",17807,"rock"
"4858",17877,"rock"
"4859",17877,"electronic"
"4860",17937,"electronic"
"4861",18014,"rock"
"4862",17732,"experimental"
"4863",17906,"rock"
"4864",17906,"electronic"
"4865",17873,"rock"
"4866",17873,"pop/r&b"
"4867",17873,"experimental"
"4868",17910,"rock"
"4869",17741,"rock"
"4870",17627,"global"
"4871",17627,"pop/r&b"
"4872",17909,"rock"
"4873",17876,"rock"
"4874",18012,"rock"
"4875",17912,"rock"
"4876",17868,"rock"
"4877",17866,"rock"
"4878",17867,"electronic"
"4879",17639,"rock"
"4880",17894,"metal"
"4881",17837,"rock"
"4882",17799,"rock"
"4883",17870,"pop/r&b"
"4884",17991,"rock"
"4885",17907,"jazz"
"4886",17907,"electronic"
"4887",17853,"rock"
"4888",17853,"electronic"
"4889",17843,"rock"
"4890",17843,"electronic"
"4891",17846,"global"
"4892",17900,"rock"
"4893",17831,"rock"
"4894",17851,"rock"
"4895",17968,"experimental"
"4896",17822,"rock"
"4897",17822,"experimental"
"4898",17850,"rock"
"4899",17908,"rock"
"4900",17842,"pop/r&b"
"4901",17852,"electronic"
"4902",17899,"electronic"
"4903",17830,"rock"
"4904",17935,"rock"
"4905",17847,"experimental"
"4906",17847,"electronic"
"4907",17825,"rock"
"4908",17832,"rock"
"4909",17752,"rock"
"4910",17752,"electronic"
"4911",17897,"rock"
"4912",17895,"rock"
"4913",17858,"electronic"
"4914",17936,"pop/r&b"
"4915",17864,"rock"
"4916",17901,"rock"
"4917",17804,"rock"
"4918",17827,"rock"
"4919",17904,"rock"
"4920",17784,"metal"
"4921",17888,"rock"
"4922",17833,"rock"
"4923",17833,"electronic"
"4924",17820,"rock"
"4925",17820,"electronic"
"4926",17859,"rock"
"4927",17969,"rap"
"4928",17829,"rock"
"4929",17720,"rock"
"4930",17821,"rock"
"4931",17821,"electronic"
"4932",17772,"rap"
"4933",17905,"electronic"
"4934",17891,"rap"
"4935",17805,"rap"
"4936",17824,"rock"
"4937",17819,"folk/country"
"4938",17826,"rock"
"4939",17749,"rock"
"4940",17802,"rap"
"4941",17705,"electronic"
"4942",17667,"rock"
"4943",17667,"electronic"
"4944",17791,"electronic"
"4945",17818,"rock"
"4946",17818,"electronic"
"4947",17792,"rock"
"4948",17792,"electronic"
"4949",17803,"rock"
"4950",17748,"rock"
"4951",17795,"electronic"
"4952",17862,"rock"
"4953",17793,"electronic"
"4954",17794,"rap"
"4955",17755,"rock"
"4956",17840,"rock"
"4957",17928,"rock"
"4958",17786,"rock"
"4959",17754,"rock"
"4960",17700,"rock"
"4961",17836,"rock"
"4962",17836,"experimental"
"4963",17863,"rock"
"4964",17788,"rock"
"4965",17789,"pop/r&b"
"4966",17887,"rock"
"4967",17790,"rock"
"4968",17815,"metal"
"4969",17779,"rock"
"4970",17780,"folk/country"
"4971",17883,"rock"
"4972",17680,"rock"
"4973",17860,"experimental"
"4974",17860,"electronic"
"4975",17781,"rock"
"4976",17608,"metal"
"4977",17885,"rap"
"4978",17753,"pop/r&b"
"4979",17753,"electronic"
"4980",17886,"rock"
"4981",17886,"experimental"
"4982",17721,"rock"
"4983",17721,"experimental"
"4984",17730,"rock"
"4985",17495,"rock"
"4986",17796,"rock"
"4987",17839,"rock"
"4988",17839,"pop/r&b"
"4989",17736,"pop/r&b"
"4990",17782,"rock"
"4991",17884,"rap"
"4992",17713,"rock"
"4993",17607,"metal"
"4994",17522,"rock"
"4995",17731,"rock"
"4996",17723,"rock"
"4997",17737,"rock"
"4998",17777,"rock"
"4999",17762,"rock"
"5000",17762,"experimental"
"5001",17762,"electronic"
"5002",17756,"pop/r&b"
"5003",17738,"rock"
"5004",17650,"rock"
"5005",17633,"metal"
"5006",17801,"rock"
"5007",17634,"rock"
"5008",17634,"experimental"
"5009",17690,"electronic"
"5010",17605,"folk/country"
"5011",17605,"metal"
"5012",17582,"rock"
"5013",17810,"rock"
"5014",17811,"pop/r&b"
"5015",17857,"rap"
"5016",17428,"rock"
"5017",17773,"rock"
"5018",17800,"folk/country"
"5019",17771,"rock"
"5020",17798,"rap"
"5021",17763,"rock"
"5022",17823,"rock"
"5023",17855,"rock"
"5024",17624,"electronic"
"5025",17812,"pop/r&b"
"5026",17774,"electronic"
"5027",17724,"rock"
"5028",17668,"rock"
"5029",17769,"rock"
"5030",17769,"electronic"
"5031",17706,"rock"
"5032",17706,"experimental"
"5033",17809,"rock"
"5034",17768,"rock"
"5035",17688,"rock"
"5036",17640,"electronic"
"5037",17734,"pop/r&b"
"5038",17734,"electronic"
"5039",17787,"rock"
"5040",17657,"rock"
"5041",17675,"rock"
"5042",17675,"metal"
"5043",17675,"electronic"
"5044",17816,"rock"
"5045",17838,"rap"
"5046",17671,"rock"
"5047",17671,"experimental"
"5048",17743,"rock"
"5049",17693,"rock"
"5050",17735,"electronic"
"5051",17673,"rock"
"5052",17674,"rock"
"5053",17674,"electronic"
"5054",17746,"rock"
"5055",17672,"rock"
"5056",17701,"electronic"
"5057",17549,"rock"
"5058",17670,"electronic"
"5059",17742,"metal"
"5060",17766,"rock"
"5061",17648,"rock"
"5062",17648,"electronic"
"5063",17647,"rock"
"5064",17767,"rock"
"5065",17767,"global"
"5066",17767,"electronic"
"5067",17664,"rock"
"5068",17764,"rock"
"5069",17808,"rap"
"5070",17699,"rock"
"5071",17658,"electronic"
"5072",17631,"rock"
"5073",17646,"rock"
"5074",17765,"electronic"
"5075",17727,"folk/country"
"5076",17727,"electronic"
"5077",17635,"rock"
"5078",17652,"rock"
"5079",17645,"electronic"
"5080",17665,"experimental"
"5081",17644,"rock"
"5082",17622,"experimental"
"5083",17745,"rock"
"5084",17632,"experimental"
"5085",17590,"rock"
"5086",17761,"rap"
"5087",17642,"metal"
"5088",17704,"rock"
"5089",17628,"pop/r&b"
"5090",17630,"experimental"
"5091",17484,"electronic"
"5092",17579,"rap"
"5093",17609,"rock"
"5094",17697,"electronic"
"5095",17576,"rock"
"5096",17760,"rap"
"5097",17698,"rock"
"5098",17629,"rock"
"5099",17643,"rock"
"5100",17797,"folk/country"
"5101",17758,"rap"
"5102",17662,"rock"
"5103",17662,"experimental"
"5104",17759,"rock"
"5105",17691,"electronic"
"5106",17626,"rock"
"5107",17625,"pop/r&b"
"5108",17661,"rock"
"5109",17661,"experimental"
"5110",17612,"rock"
"5111",17623,"rock"
"5112",17621,"rock"
"5113",17621,"experimental"
"5114",17757,"rock"
"5115",17663,"rock"
"5116",17712,"rock"
"5117",17712,"pop/r&b"
"5118",17618,"rock"
"5119",17711,"rock"
"5120",17719,"experimental"
"5121",17719,"electronic"
"5122",17751,"rock"
"5123",17722,"rock"
"5124",17750,"rap"
"5125",17708,"rock"
"5126",17714,"rap"
"5127",17714,"electronic"
"5128",17601,"rock"
"5129",17718,"electronic"
"5130",17572,"rock"
"5131",17583,"pop/r&b"
"5132",17747,"rap"
"5133",17580,"rock"
"5134",17580,"pop/r&b"
"5135",17733,"rock"
"5136",17578,"rock"
"5137",17716,"rap"
"5138",17616,"rock"
"5139",17616,"experimental"
"5140",17683,"rock"
"5141",17686,"electronic"
"5142",17581,"rock"
"5143",17584,"rock"
"5144",17584,"electronic"
"5145",17687,"pop/r&b"
"5146",17659,"electronic"
"5147",17679,"rock"
"5148",17499,"rock"
"5149",17575,"electronic"
"5150",17682,"rap"
"5151",17613,"rock"
"5152",17615,"electronic"
"5153",17574,"rock"
"5154",17383,"rock"
"5155",17383,"electronic"
"5156",17684,"rap"
"5157",17715,"rock"
"5158",17677,"rock"
"5159",17726,"rock"
"5160",17726,"experimental"
"5161",17649,"rock"
"5162",17656,"rock"
"5163",17653,"rock"
"5164",17703,"rock"
"5165",17570,"rock"
"5166",17707,"rock"
"5167",17707,"electronic"
"5168",17569,"rock"
"5169",17592,"rock"
"5170",17620,"rock"
"5171",17523,"rock"
"5172",17577,"rock"
"5173",17602,"rock"
"5174",17602,"metal"
"5175",17611,"rock"
"5176",17606,"rock"
"5177",17571,"rock"
"5178",17571,"electronic"
"5179",17681,"electronic"
"5180",17636,"rock"
"5181",17694,"rap"
"5182",17562,"pop/r&b"
"5183",17676,"jazz"
"5184",17567,"rock"
"5185",17567,"pop/r&b"
"5186",17568,"rock"
"5187",17599,"rock"
"5188",17695,"pop/r&b"
"5189",17695,"electronic"
"5190",17565,"rock"
"5191",17555,"rock"
"5192",17637,"rock"
"5193",17655,"rock"
"5194",17600,"rock"
"5195",17538,"rock"
"5196",17654,"rap"
"5197",17563,"rock"
"5198",17544,"rock"
"5199",17561,"electronic"
"5200",17537,"rock"
"5201",17597,"rock"
"5202",17595,"rap"
"5203",17596,"rock"
"5204",17546,"rock"
"5205",17651,"rap"
"5206",17559,"rock"
"5207",17557,"electronic"
"5208",17666,"rock"
"5209",17594,"rock"
"5210",17550,"rock"
"5211",17558,"rock"
"5212",17514,"rock"
"5213",17514,"electronic"
"5214",17556,"electronic"
"5215",17566,"folk/country"
"5216",17497,"rap"
"5217",17517,"rock"
"5218",17619,"pop/r&b"
"5219",17539,"rap"
"5220",17553,"electronic"
"5221",17552,"rock"
"5222",17330,"rock"
"5223",17502,"rock"
"5224",17593,"rock"
"5225",17535,"rock"
"5226",17535,"electronic"
"5227",17516,"electronic"
"5228",17560,"rock"
"5229",17513,"rock"
"5230",17512,"rock"
"5231",17638,"rock"
"5232",17585,"rock"
"5233",17585,"electronic"
"5234",17534,"rock"
"5235",17586,"rap"
"5236",17536,"rock"
"5237",17554,"rock"
"5238",17532,"rock"
"5239",17548,"rock"
"5240",17551,"rock"
"5241",17587,"rock"
"5242",17540,"rock"
"5243",17540,"pop/r&b"
"5244",17540,"electronic"
"5245",17510,"rap"
"5246",17519,"rock"
"5247",17530,"rock"
"5248",17530,"experimental"
"5249",17528,"rap"
"5250",17431,"rock"
"5251",17529,"rock"
"5252",17533,"rock"
"5253",17518,"rap"
"5254",17531,"rock"
"5255",17496,"rock"
"5256",17496,"electronic"
"5257",17501,"rock"
"5258",17405,"rock"
"5259",17545,"pop/r&b"
"5260",17545,"folk/country"
"5261",17509,"rock"
"5262",17543,"rap"
"5263",17504,"experimental"
"5264",17526,"global"
"5265",17526,"experimental"
"5266",17526,"electronic"
"5267",17486,"rap"
"5268",17541,"rock"
"5269",17542,"rock"
"5270",17508,"electronic"
"5271",17455,"pop/r&b"
"5272",17455,"electronic"
"5273",17418,"folk/country"
"5274",17500,"rock"
"5275",17520,"electronic"
"5276",17437,"rock"
"5277",17437,"metal"
"5278",17511,"rock"
"5279",17521,"rap"
"5280",17478,"electronic"
"5281",17425,"rock"
"5282",17525,"rap"
"5283",17489,"rock"
"5284",17490,"jazz"
"5285",17490,"experimental"
"5286",17507,"rock"
"5287",17432,"rock"
"5288",17515,"rock"
"5289",17326,"rock"
"5290",17424,"rock"
"5291",17461,"rock"
"5292",17485,"rock"
"5293",17498,"experimental"
"5294",17498,"electronic"
"5295",17468,"rock"
"5296",17442,"pop/r&b"
"5297",17472,"electronic"
"5298",17417,"rock"
"5299",17492,"electronic"
"5300",17491,"electronic"
"5301",17494,"pop/r&b"
"5302",17503,"rap"
"5303",17404,"rock"
"5304",17505,"rap"
"5305",17506,"rock"
"5306",17488,"rock"
"5307",17488,"pop/r&b"
"5308",17488,"electronic"
"5309",17483,"electronic"
"5310",17443,"rock"
"5311",17477,"rap"
"5312",17487,"rap"
"5313",17487,"electronic"
"5314",17471,"electronic"
"5315",17421,"rock"
"5316",17423,"rock"
"5317",17391,"rap"
"5318",17493,"rock"
"5319",17493,"electronic"
"5320",17475,"rap"
"5321",17460,"rock"
"5322",17450,"metal"
"5323",17407,"pop/r&b"
"5324",17406,"rock"
"5325",17469,"rap"
"5326",17470,"rock"
"5327",17377,"rock"
"5328",17386,"pop/r&b"
"5329",17386,"electronic"
"5330",17295,"pop/r&b"
"5331",17441,"rap"
"5332",17416,"rock"
"5333",17378,"electronic"
"5334",17294,"rap"
"5335",17429,"rock"
"5336",17429,"experimental"
"5337",17430,"jazz"
"5338",17481,"experimental"
"5339",17355,"rock"
"5340",17482,"rap"
"5341",17480,"rock"
"5342",17464,"rock"
"5343",17467,"pop/r&b"
"5344",17467,"electronic"
"5345",17447,"rock"
"5346",17393,"rock"
"5347",17393,"electronic"
"5348",17439,"rock"
"5349",17439,"pop/r&b"
"5350",17439,"electronic"
"5351",17451,"rock"
"5352",17364,"rock"
"5353",17435,"rock"
"5354",17389,"rock"
"5355",17474,"rock"
"5356",17359,"electronic"
"5357",17413,"rock"
"5358",17453,"rock"
"5359",17324,"rock"
"5360",17476,"pop/r&b"
"5361",17446,"rock"
"5362",17385,"electronic"
"5363",17382,"rock"
"5364",17387,"rock"
"5365",17457,"pop/r&b"
"5366",17444,"rock"
"5367",17411,"rock"
"5368",17381,"rock"
"5369",17384,"electronic"
"5370",17327,"experimental"
"5371",17325,"metal"
"5372",17340,"rock"
"5373",17463,"rock"
"5374",17376,"rock"
"5375",17466,"rap"
"5376",17448,"rock"
"5377",17317,"rock"
"5378",17317,"metal"
"5379",17317,"electronic"
"5380",17302,"rock"
"5381",17434,"rock"
"5382",17434,"electronic"
"5383",17329,"rock"
"5384",17454,"rock"
"5385",17408,"electronic"
"5386",17458,"rock"
"5387",17373,"pop/r&b"
"5388",17374,"rock"
"5389",17363,"rap"
"5390",17459,"electronic"
"5391",17412,"rock"
"5392",17369,"pop/r&b"
"5393",17456,"rap"
"5394",17456,"experimental"
"5395",17445,"rock"
"5396",17293,"rock"
"5397",17399,"rock"
"5398",17370,"rock"
"5399",17301,"rap"
"5400",17352,"rap"
"5401",17414,"rock"
"5402",17440,"rock"
"5403",17129,"rock"
"5404",17356,"experimental"
"5405",17251,"rap"
"5406",17415,"folk/country"
"5407",17214,"rap"
"5408",17064,"experimental"
"5409",17375,"rap"
"5410",17328,"rock"
"5411",17328,"metal"
"5412",17292,"rock"
"5413",17360,"electronic"
"5414",17300,"rock"
"5415",17350,"rap"
"5416",17362,"rock"
"5417",17362,"experimental"
"5418",17362,"electronic"
"5419",17366,"experimental"
"5420",17366,"electronic"
"5421",17403,"rock"
"5422",17297,"rock"
"5423",17297,"metal"
"5424",17297,"electronic"
"5425",17279,"rock"
"5426",17279,"metal"
"5427",17296,"rock"
"5428",17299,"rap"
"5429",17217,"rock"
"5430",17320,"folk/country"
"5431",17304,"rock"
"5432",17396,"rock"
"5433",17201,"rap"
"5434",17353,"rock"
"5435",17280,"pop/r&b"
"5436",17365,"rock"
"5437",17298,"electronic"
"5438",17146,"rap"
"5439",17401,"rock"
"5440",17401,"experimental"
"5441",17272,"electronic"
"5442",17321,"rock"
"5443",17409,"rock"
"5444",17343,"rock"
"5445",17318,"rock"
"5446",17269,"rock"
"5447",17278,"electronic"
"5448",17380,"rock"
"5449",17290,"rap"
"5450",17290,"metal"
"5451",17367,"rock"
"5452",17433,"rock"
"5453",17277,"electronic"
"5454",17349,"rock"
"5455",17395,"electronic"
"5456",17319,"rock"
"5457",17291,"rock"
"5458",17291,"experimental"
"5459",17291,"electronic"
"5460",17397,"rap"
"5461",17259,"rock"
"5462",17259,"electronic"
"5463",17354,"rock"
"5464",17312,"electronic"
"5465",17303,"experimental"
"5466",17274,"electronic"
"5467",17265,"rock"
"5468",17400,"experimental"
"5469",17314,"rock"
"5470",17273,"rock"
"5471",17276,"electronic"
"5472",17331,"rock"
"5473",17268,"rock"
"5474",17398,"rock"
"5475",17402,"rap"
"5476",17207,"rock"
"5477",17204,"rock"
"5478",17289,"rock"
"5479",17313,"rock"
"5480",17209,"rock"
"5481",17211,"rap"
"5482",17181,"rock"
"5483",17271,"rock"
"5484",17286,"rock"
"5485",17182,"rock"
"5486",17315,"rap"
"5487",17254,"electronic"
"5488",17225,"rock"
"5489",17334,"rock"
"5490",17213,"rock"
